"Welcome to the latest survey and directory of existing mammal collections in the Western Hemisphere of the World.  The file here represents a work in progress, and we welcome any and all comments, particularly those that can help the Systematic Collections Committee improve the accuracy of this list.  You will note two font colors in the Excel file: black and green.  The collections listed in green are those for which we have received no updated data regarding that collection during the current survey.  Thus the information presented here is that of the last time data was received (either in 1987 or 1997).  Please contact Bill Stanley (bstanley@fieldmuseum.org) with any comments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,State or Province ,Formal collection title ,Formal collection acronym ,Collection address ,Collection address1 ,Collection address2 ,City,State,Zip,Country,Collection website address ,Name of Curator or Person in Charge ,Telephone number of the above person ,Fax number of the above person ,E-mail address of the above person ,Name of additional contact person ,Telephone number of additional contact person ,Fax number of additional contact person ,E-mail address of additional contact person ,Total number of cataloged specimens in collection ,Number of holotypes in collection ,Taxonomic strength or emphasis of collection ,Geographic strength or emphasis of collection ,Number of mammalian tissues in collection ,Type of tissue preservation ,Names of other collections that have been incorporated into this collection,Is collection electronically databased? ,Is electronic database accessible to the public?  ,How is electronic database accessed by the public?,Former acronyms,Date(s) of accreditation,Last response,SCC Contributor,Comments
Chile,Magallanes,"Pabellón de Colecciones Biológicas ""Prof. Edmundo Pisano""",CZIP,"Pabellón de Colecciones Biológicas ""Prof. Edmundo Pisano""",Universidad de Magallanes,"Intituto de la Patagonia, Av. Bulnes, 01890",Punta Arenas,Magallanes,,Chile,,Claudio Venegas Canelo,56-61-207052,56-61-212973,claudio.venegas@umag.cl,Jaime Cárcamo Naiman,,,jaime.carcamo@umag.cl,1800,rodents,southern Chile,,some tissues of Cetacea,alcohol,,yes,no,,,,this survey,Salazar-Bravo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia,,"Instituto de Ciencias Naturales, Museo de Historia Natural",ICN,Colección de Mamíferos,Museo de Historia Natural,Apartado 7495,Santa Fé de Bogotá,,,Columbia,,Alberto Cadena,571-268-4336,571-268-2485,,Cecilia Ramirez,,,,15400,,mostly small mammals of Columbia,,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia,,"La Unidad de Investigación ""Federico Medem""-Inderena",IND-M,,Colección Mastozoológica,Apartado Aéreo 13458,Santa Fé de Bogotá,,,Columbia,,Hernando Chirivi Gallego,571-286-0601,571-243-1850,,,,,,7250,2,,,,,,,,,,,"Hafner et al., 1997",,"collection is now part of the Instituto de Investigaciones Biologicas ""Alexander von Humboldt"" (Ministerio del Medio Ambiente); the address probably will change"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia,,"Universidad del Valle, Colección de Mamíferos",UV,Departamento de Biología,Universidad del Valle,Apartado Aéreo 25360,Cali,,,Columbia,,Michael Alberico,572-339-3243,572-339-2440,alberico@biologia.univalle.edu.co,,,,,9500,,"rodents, bats and marsupials",exclusively Columbian mammals,,,,,,,,,"Hafner et al., 1997",,Michael Alberico is now deceased
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,,Museo Nacional de Costa Rica,MNCR,Colección de Mastozoología,Departamento de Historia Natural,Apartado 749,San Jos+J127,,,Costa Rica,,Bernal Rodriguez H.,,,rherrera@cariari.ucr.ac.cr,,,,,300,,,,,,,,,,,,"Hafner et al., 1997",,collection contains some old specimens with historic value
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,,"Universidad de Costa Rica, Museo de Zoología",MZUCR,Colección de Mamíferos,Escuela de Biología,Universidad de Costa Rica,San José,,,Costa Rica,,José Manuael Mora,506-207-5544,506-207-4216,jmmora@cariari.ucr.ac.cr,,,,,2050,,,,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,Escuela Politécnica Nacional,EPN,Colección de Vertebrados,Calle Ladrón de Guevara e Isabel La Católica,Apartado 17-01-2759,Quito,,,Ecuador,,Luis Albuja,593-2-507153,593-2-567848,lalbuja@mail.epn.edu.ec,,,,,4000,,"exclusively Ecuadorian mammals, some specimens are of special historical value",,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,"Museo de Ciencias Naturales, Colección ""Gustavo Orcés""",MUGM,Sección de Mastozoología,Museo de Ciencias Naturales,Casilla 5404,Guayaquil,,,Ecuador,,Windsor Aguirre,,,,,,,,150,,,exclusively Ecuadorian mammals,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,Museo Ecuatoriano de Ciencias Naturales,MECN,Colección de Mastozoología,Rumipamba 341 y Avenida de Los Shyris,"Parque ""La Carolina"", Casilla 8976, suc. 7",Quito,,,Ecuador,,Igor Castro R.,593-2-449825,593-2-504-356,museocn@jsacha.ecx.ec,,,,,665,,bats,exclusively Ecuadorian mammals,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,"Pontifica Universidad Católica del Ecuador, Museo de Zoología-Mamíferos",QCAZ,Departamento de Ciencias Biológicas,Pontifica Universidad Católica del Ecuador,"Avenida 12 de Octubre (entre Patria y Veintemilla), Apartado 17-01-2184",Quito,,,Ecuador,,Luis Coloma,593-2-529250,593-2-567117,lcoloma@puce.edu.ec,,,,,1300,,,,,,,,,,,,"Hafner et al., 1997",,mostly Ecuadorian mammals; collection address may change within the next 2 years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,"Museo de Esqueletología ""Gabriel Moscoso Espinoza""",MGMC,Colección de Esqueletos de mamíferos,,Bolívar 657 y Borrero,Cuenca,Azuay,,Ecuador,,Juan Pablo Martínez,593-7-2821150,593-9-1856252,jmartinez@uazuay.edu.ec,,,,,,,,,,,,,,,,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,,Museo de Historia Natural de El Savador,MHNES,Colección de Mastozoología,"Calle Los Viveros (final), Colonia Nicaragua","Parque ""Saburo Hirao""",San Salvador,,,El Salvador,,Azalea de Granados,,,,,,,,720,,,,,,,,,,,,"Hafner et al., 1997",,tentative acronym assigned by the authors
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Michoacán,"Colección de Mastozoología, Facultad de Biología, Universidad Michoacana de San Nicolas de Hidalgo",CM-UMSNH,"Edificio B4, Planta Baja",Ciudad Universitaria,Col. Felicitas del Rio,Morelia,Michoacán,,México, ,Tiberio Cesar Monterrubio Rico,52-443-316-7412,52-443-316-7412,tmonter@zeus.umich.mx, , , , ,3500, ,Rodentia,"State of Michoacán, México",0, , ,yes,no,, , ,this survey,Hafner,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Baja California Sur,Centro de Investigaciones Biológicas del Noroeste,CIB,Colección de Mamíferos,Km 17.5 Carretera al Norte,Apartado Postal 128,La Paz,Baja California Sur,23000,México,,Sergio Ticul Alvarez Castañeda,52-621-1238486,52-612-1253625,sticul@cibnor.mx,Patricia Cortes Calva,,,pcortes@cibnor.mx,12465,,all mammals,northwestern Mexico,4945,frozen and alcohol,,,,,,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Oaxaca,"Centro Interdisciplinario de Estudios, Colección Mastozoológica",OAXM,,,Apartado Postal 24-3,Oaxaca,Oaxaca,,México,,Miguel Briones,52-951-70610,52-951-70400,mbriones@ipn.mx,,,,,3537,,all mammals,Oaxaca,,,,,,,,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,"Colección de Mamíferos del Instituto de Investigaciones Biológicas, Universidad Veracruzana",IIBUV, ,,Av. Luis Castelazo s/n Col. Industrial Las Animas,Xalapa,Veraruz,91190,México, ,Alvar Gonzalez Christen,52-8125757,52-8125757,agonzales@uv.mx, , , , ,2800, , ,Estado de Veracruz,0, , ,Yes (excel),No, ,,,this survey,Kelt,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Chiapas,"Colección Mastozoológica de El Colegio de la Frontera Sur, Unidad San Cristóbal de Las Casas",ECO-SC-M,"El Colegio de la Frontera Sur, Unidad San Cristóbal de Las Casas, Edificio E Planta Alta",Carretera Panamericana y Periférico Sur s/n,Apartado Postal 63,San Cristóbal de Las Casas,Chiapas,29290,México,www.ecosur.mx/colecciones,Consuelo Lorenzo Monterrubio,52 (967) 674-90-00 ext. 1309,52-967-678-23-22,clorenzo@sclc.ecosur.mx,Jorge Bolaños Citalan,52-967-674-90-00 ext. 1308,,jcitalan@sclc.ecosur.mx,1790,,small and medium mammals,"Chiapas, Oaxaca, Campeche and Quintana Roo",686,frozen and alcohol,"frozen tissues, ectoparasites, embryos and tracks",yes: access 2.0 and Biotica 4.0,yes (partially),via CONABIO,None,1983,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Distrito Federal,Escuela Nacional de Ciencias Biológicas,ENCB,Colección de Mamíferos,Instituto Politécnico Nacional,Plan de Ayala esquina prolongación Carpio,México,Distrito Federal,11340,México,,Juan Carlos López Vidal,"52 (55) 7296000, ext. 62421",52-55-7296000 ext 62421,jvidal@ipn.mx,Cynthia Elizalde Arellano,52-55-7296000 ext 62421,,thiadeno@hotmail.com,43226,4,,exclusively Mexican mammals,0,,,parcialmente,parcialmente,por solicitud  ,,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Chiapas,"Instituto de Ciencias y Artes de Chiapas, Museu Zoológico",MZ-ICACH,,,Calzada Samuel León Brindis 151,Tuxtla Gutierrez ,Chiapas,29000,México,,Matias Martinez,52-961-21437,52-961-21957,,,,,,760,,,local specimens,,,,,,,,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Durango,"Instituto Politécnico Nacional, Colección Científica de Mamiferos",CRD,"Centro Interdisciplinario de Investigación para el Desarrollo Integral Regional, Instituto Politecnico Nacional",Calle Sigma s/n,Fracc. 20 de Noviembre II,Durango,Durango,34220,México,,Celia Lopez-Gonzalez,52 (618) 8142091,52-618-8144540,celialg@prodigy.net.mx,Diego F. Garcia Mendoza,same,,diegofgarciam@hotmail.com,5025, ,small mammals primarily,NW Mexico except Baja California Peninsula,aprox 500,preserved in alcohol,ectoparasites,yes,not yet,,,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Yucatan,"Universidad Autónoma de Yucatán, Facultad de Medicina Veterinaria y Zootecnia",UAY,Colección de Mamíferos,Universidad Autónoma de Yucatán,"Km 15.5 de la Carretera Mérida-Xmatkuil, Apartado Postal 4-116 Itzimna",Merida,Yucatán,,México,,Silvia Hernandez,52 (99) 234009,52-99-234009,,,,,,220,,,collection emphasizes mammals from the state of Yucatán,,,,,,,,,this survey,Alvarez-Castañeda, (tentative acronym assigned by the authors)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,"Universidad Autónoma Metropolitana, Unidad Iztapalapa",UAMI,"Universidad Autónoma Metropolitana, Unidad Iztapalapa, División de Ciencias Biológicas y de la Salud, Departamento de Biología, Colección de Mamíferos       ",Av. San Rafael Atlixco No. 186,Colonia Vicentina,México,Distrito Federal,9340,México, ,José Ramirez Pulido,52-55-5804-4691,52-55-5804-4688,jrp@xanum.uam.mx,Alondra Castro Campillo,52-55-5804-4691,52-55-5804-4688,acc@xanum.uam.mx,16135, , ,Central Mexico,None, , ,No, , , ,,this survey,Kelt,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Michoacan,Universidad Michoacana de San Nicolás de Hidalgo,CM-UMSNH,Colección de Mamíferos,Facultad de Biología,"Cuidad Universitaria, Edificio ""B4"" (Planta baja)",Morelia,Michoacán,58080,México,,Arturo Nuñez Garduño,52 (443) 161766,52-443-3167412,anunez@zeus.umich.mx,,,,,2300,,rodents and bats,collection emphasizes local mammals,,,,,,,,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Baja California Sur,Universidad Nacional Autónoma de Baja California Sur ,UABSC,Colección de Mamíferos,Museu de Historia Nacional,Km 5.5 Carretera al Sur,La Paz,Baja California Sur,23000,México,,Emelio Brajau,"52-112-12801, ext. 133",52-112-12477,,,,,,100,,,exclusively mammals from the state of Baja California Sur,,,,,,,,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Distrito Federal,"Universidad Nacional Autónoma de México, Facultad de Ciencias",FCMM,Colección Osteológica de Mamíferos Marinos,Universidad Nacional Autónoma de Mexico,Apartado Postal 70-572,México,Distrito Federal,04510,México,,María de Jesús Vázquez Cuevas,52-5-6224918,52-5-6224828,mjvc@correo.unam.mx,,,,,250,,exclusively marine mammals,,,,,,,,,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Distrito Federal,"Universidad Nacional Autónoma de México, Instituto de Biologia",CNMA,Colección Nacional de Mamíferos,Departamento de Zoología,Apartado Postal 70-153,México,Distrito Federal,04510,México,,Fernando Cervantes,52 (55) 5622 9144.,52-5-5500164,masto@ibiologia.unam.mx,Yolanda Hortelano,,,masto@ibiologia.unam.mx,43500,12,,mostly Mexican mammals,1750,frozen,,,,,IBUNAM,"1975, 1983",this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Chiapas,Colección Zoológica Regional (Mammalia) del Instituto de Historia Natural y Ecología,CZRMA,Colección de Mamíferos,Calzada de los Hombres Ilustres sin número,Colonia Centro ,Tuxtla Gutierrez ,Chiapas,29000,México,,Alejandra Riechers Pérez,52 (961) 6112443,01(961) 1 2443,alexriechers@yahoo.com.mx,,,,,2542, ,mamíferos terrestres,Sureste de México, ,"En alcohol, piel-cráneo",,"yes, Access",yes,"La base de datos es de uso restringido, pero puede ser solicitada la información de algunos campos",,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Guanajuato,Universidad de Guanajuato,UG,Museo de Historia Natural Alfredo Dugès,Universidad de Guanajuato,Lascuráin de Retana No. 5 Col. Centro,Guanajuato,Guanajuato,36000,México,,Gloria Eugenia Magaña Cota,"52 (473) 7320006 ext 1004, 1005",52-4737327886,duges@quijote.ugto.mx,,,,,480,,historical collection,Central Mexico and other parts of the world, ,,,yes,no,,MADUG-MA,,this survey,Alvarez-Castañeda,Alfredo Dugès (1825-1910) naturalist historical collection
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Quintana Roo,El Colegio de la Frontera Sur,ECOCHM,Av. Centenario Km 5.5,A.P. 424,,Chetumal,Quintana Roo,77014,México,http://w2.ecosur-qroo.mx/museo.htm,Enrique Escobedo Cabrera,52 (983) 8350440,52-983 8350441,escobedo@ecosur-qroo.mx,,,,,2400,,,"Yucatan Peninsula, Mexico.",,,,Yes,no,,,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Puebla,Colección de mamíferos de la Benemérita Universidad Autónoma de Puebla,EB--BUAP,Colección de Mamíferos,Escuela de Biología,Blvd. Valsequillo y Av. San Claudio edif. 76 C.U. Col. San Manuel ,Puebla,Puebla,72570,México,,Jesús Martínez Vázquez,01  222 2295500 ext 7077,01 222 2295500 ext 7083,jesus.martinez@fbio.buap.mx,Rosa María González Monroy,01 222 2295500 ext 7077,01 222 2295500 ext 7083,rosa.gonzalez@fbio.buap.mx,750,,,State of Puebla,100,alcohol,,Yes (excel),no,,EB-BUAP,,this survey,Alvarez-Castañeda,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Nuevo León,"Colección de Mamíferos, Laboratorio de Mastozoología Dr. Bernardo Villa Ramírez, Facultad de Ciencias Biológicas, Universidad Autónoma de Nuevo León",UANL,"Laboratorio de Mastozoología Dr. Bernardo Villa Ramírez, Facultad de Ciencias Biológicas, Universidad Autónoma de Nuevo León",Av. Pedro de Alba S/N,Cd. Universitaria,San Nicolás de los Garza,Nuevo León,66451,México,http://www.fcb.uanl.mx/mastozoologia/,Arturo Jiménez Guzmán,(81) 8329-4110 ext 6454,,ajimenez@fcb.uanl.mx,José Antonio Niño Ramírez,(81) 8329-4110 ext 6454,,jnino@fcb.uanl.mx,4311, ,,Noreste de México, , , ,yes,yes (partially),CONABIO http://www.conabio.gob.mx/,,,this survey,Alvarez-Castañeda,La colección es considerada en Yates et al. 1987 y en CONABIO (http://www.conabio.gob.mx/remib/doctos/uanl-mammals.html).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands Antilles,,Christoffel Park Museum,CPM,Carmabi Foundation,Piscaderabaai,P.O. Box 2090,Curaçao,,,Netherland Antilles,,Leon P. J. J. Pors,599-9-624242,599-9-627680,,Adolphe O. Debrot,,,,41,,mostly deer,,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,"Instituto Nacional de Cultura, Museo de Ciencias Naturales",INC,Colección de Mamíferos Nacionales y Extranjeros,Instituto Nacional de Cultura,Apartado 662,Panama 1,,,Panama,,Nuria Esquivel de Barillas,507-250-645,507-250-646,,,,,,86,,,collection used primarily for educational purposes ,,,,,,,,,"Hafner et al., 1997",,(Tentative acronym assigned by the authors)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,,"Universidad de Panama, Museu de Vertebrados",CM-MVUP,Colección de Mamíferos,Departamento de Zoología,"Facultad de Ciencias Naturales y Exactas, Apartado 6-2842",El Dorado,,,Panama,,Victor Tejera N.,,,,,,,,1000,,,emphasis on small mammals of Panama,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,,Museu Nacional de Historia Natural del Paraguay,MNHNP,"Ruta Mariscal Estig Arribia Km 10,5",San Lorenzo,,Central_XI,,,Paraguay,,Luis Amarilla,595-258-5208,,,Verónica Castro,595-2220918 / 595-961618496,,verocastr@hotmail.com,3354,,rodents and bats,"exclusively mammals of Paraguay (Canindeyu Department, best represented)",,,,yes,no,,,,this survey,Salazar-Bravo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,Arequipa,"Universidad Nacional de San Agustin de Arequipa, Museo de Historia Natural",MUSA,,Av. Alcides Carrión s/n,Cercado,Arequipa,,,Peru,,Evaristo Lopéz Tejada,51 54 429444,,elopezt2001@yahoo.com,Horacio Zeballos,51 54 461423,,hzeballos@gmail.com / hbzeball@puc.cl,3011,,rodents and bats,primarily mammals of southwestern Peru,,,,yes,no,,,,this survey,Salazar-Bravo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,Lima,"Universidad Nacional de San Marcos, Museo de Historia Natural",MUSM,"Departamento de Mastozoología, Museo de Historia Natural",Avenida Arenales 1256,Apartado 140434,Lima-14,,,Peru,museohn.unmsm.edu.pe/index.php,Victor Pacheco,511-471-0117/511-265-0570,511-265-6819,vpachecot@unmsm.edu.pe,Elena Vivar,,,elenavivar@hotmail.com,26000,10,"rodents, bats, and marsupials",emphasizes Peruvian mammals,2500,frozen and alcohol,,yes,no,,,,this survey,Salazar-Bravo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,,National Zoological Collection of Suriname,NZCS,University of Suriname,,P.O. Box 9212,Paramaribo,,,Suriname,,Paul. E. Ouboter,"597-465558, ext. 318",597-462291,,Shamita A. Shadew,,,,390,,mostly bats and rodents,from Suriname,,,,,,,,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,,University of the West Indies,UWI,Department of Zoology,University of the West Indies,,Saint Augustine,Trinidad,,Trinidad and Tobago,,Savitree Rattan,,,,,,,,102,,,collection emphasizes regional mammals,,,,,,,,,"Hafner et al., 1997",, (Tentative acronym assigned by authors)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,Montevideo,Sección Mamíferos ,MNHN,Museo Nacional de Historia Natural y Antropología,calle 25 de Mayo 582,"Casilla de Correo 399, 11.000",Montevideo,Montevideo,,Uruguay,www.mec.gub.uy/munhina,Enrique M. González,,,,Javier González,(00598 2) 916 09 08,917 02 13,jagonz@internet.com.uy,6000,3,,emphasis on Uruguayan mammals,1000,alcohol 96,"Eduardo Acosta y Lara, Sociedad Taguató, Sociedad Guazubirá, Centro de Estudios de Ciencias Natruales",yes,yes,by consulting the curator, , ,this survey,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Alabama,Auburn University Museum,AUM,Department of Zoology and Wildlife Science,,331 Funchess Hall,Auburn University,AL,36849-5414,U.S.A.,,Troy L. Best,334-844-9260,334-844-9234,besttro@mail.auburn.edu,,,,,1500,,,primarily mammals of Alabama,,,,,,,AU,,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Alabama,"University of South Alabama, Vertebrate Natural History Collection",USANHC,Deparment of Biology,,University of South Alabama,Mobile,AL,36688,U.S.A.,,David H. Nelson,334-460-6331,334-460-7357,,,,,,989,,,collection emphasizes local species,,,,,,,USA,,"Hafner et al., 1997",,500 fluid-preserved material
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Alaska,Alaska Department of Fish and Game,AFGMC,Alaska Department of Fish and Game,,333 Raspberry Road,Anchorage,AK,99503,U.S.A.,,Donald G. Calkins,907-267-2403,,,,,,,1200,,,,,,,,,,,,"Hafner et al., 1997",Olson,I RECOMMEND DROPPING THEM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Alaska,Glacier Bay National Park and Preserve Museum,GBNM,Glacier Bay National Park and Preserve Museum,,P.O.Box 140,Gustavus,AK,99826,U.S.A.,http://www.nps.gov/glba,Rusty Yerxa,907-697-2675,907-697-2654,rusty_yerxa@nps.gov,Susan Boudreau,907-697-2640,907-697-2654,susan_boudreau@nps.gov,82,0,Small mammals,Local species,0, ,,yes,no,,,,this survey,Olson,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Alaska,Pratt Museum,PM,Collections Department,Pratt Museum,3779 Bartlett Street,Homer,AK,99603,U.S.A.,www.prattmuseum.org,Elizabeth A. Webb,907-235-8635 ext. 38,907-235-2764,bwebb@prattmuseum.org,Heather Beggs,907-235-8635 ext. 33,907-235-2764,bheggs@prattmuseum.org,550,0,"Marine mammal skeletons, including many articulated specimens","Mostly Kachemak Bay, lower Kenai Peninsula, and lower Cook Inlet of Southcentral Alaska",0, , ,yes,no, ,,,this survey,Olson,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Alaska,University of Alaska Museum,UAM,Department of Mammalogy,University of Alaska Museum,907 Yukon Drive,Fairbanks,AK,99775,U.S.A.,http://arctos.database.museum,Link E. Olson,907-474-5998,907-474-5469,link.olson@uaf.edu,Brandy K. Jacobsen,907-474-6947,907-474-5469,fnbkj@uaf.edu,96000,1,"Marine mammals, particularly phocine seals; arctic microtine rodents and shrews.","Arctic and subarctic regions, with an emphasis on Beringia; Southeast Alaska, including the Alexander Archipelago","70,000",frozen,Naval Arctic Research Laboratory (NARL),yes,yes,http://arctos.database.museum; also through Manis,,,this survey,Olson,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Arizona,"Arizona State University, Mammal Collection",ASUMC,Department of Zoology,Arizona State University,,Tempe,AZ,85287,U.S.A.,,Anthony Gill,480-965-3571,,Anthony.Gill@asu.edu,,,,,7100,,,United States only,,,,,,,,,"Hafner et al., 1997",Hoofer,"did not respond to survey of 2005; information from Hafner et al., 1997"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Arizona,Collection of Mammals-University of Arizona,UA,Department of Ecology and Evolutionary Biology,University of Arizona,,Tucson,AZ,85721,U.S.A.,,Yar Petryszyn,520-621-7291,,yarp@email.arizona.edu,Michael Nachman,520-626-4595,,nachman@email.arizona.edu,27064,0,,Arizona and Mexico,,,,yes,no,,,"1975, 1982",this survey,Hoofer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Arizona,Grand Canyon National Park Museum Collection,GRCA Museum Collection,,,P.O. Box 129,Grand Canyon,AZ,86023,U.S.A.,colleen_hyde@nps.gov OR GRCA_Museum_Collection@nps.gov,Colleen Hyde and Kim Besom,928-638-7769,928-638-7769,colleen_hyde@nps.gov,Kim Besom,928-638-7769,928-638-7769,kim_besom@nps.gov,1700,2 cotypes,,Grand Canyon National Park,(17 mammal specimens preserved in ethyl-alcohol),,,yes,no,,GRCAMC,,this survey,Hoofer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Arizona,Museum of Northern Arizona,MNA,,,3101 North Fort Valley Road,Flagstaff,AZ,86001,U.S.A.,www.musnaz.org,Janet Whitmore Gillette,928-774-5211 ext. 265,928-779-1527,jgillette@mna.mus.az.us,,,,,4200,0,,Regional emphasis (Grand Canyon and Colorado Plateau),,,,no,,,,,this survey,Hoofer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Arizona,"Northern Arizona University, Museum of Vertebrates",NAUVM,Department of Biological Sciences,,Northern Arizona University,Flagstaff,AZ,86011-5640,U.S.A.,,Tad Theimer,928-523-8374,928-523-7500,Tad.Theimer@nau.edu,,,,,4627,0,small mammals,"emphasis on small mammals of Arizona. Also, Mexican and African bats",,,,no,,,NAU,,this survey,Hoofer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Arizona,Petrified Forest National Park,PFSS,,,,Petrified Forest,AZ,86028,U.S.A.,,Scott Williams,928-524-6228 ext. 240,,,,,,,100,,,emphasizes local species,,,,,,,,,"Hafner et al., 1997",Hoofer,"did not respond to survey of 2005; information from Hafner et al., 1997"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Arizona,Southwestern Research Station Mammal Collection,SWRS,,,2003 West Cave Creek Road,Portal,AZ,85632,U.S.A.,http://research.amnh.org/swrs,Dawn S. Wilson (Director),520-558-2396,520-558-2396,dwilson@amnh.org,Diane Smith,520-558-2396,520-558-2396,dsmith@amnh.org,239,unknown,,local species of the Chiricahua Moutains,,,,no,,,,,this survey,Hoofer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Arizona,Walnut Canyon National Monument,WACA,,,Walnut Canyon Road,Flagstaff,AZ,86004,U.S.A.,,Jeri L. DeYoung,928-526-1157 ext. 236,,,,,,,,,,emphasizes local species,,,,,,,,,"Hafner et al., 1997",Hoofer,"did not respond to survey of 2005; information from Hafner et al., 1997"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,Arkansas,"Arkansas State University, Collection of Recent Mammals",ASUMZ,,Department of Biological Sciences,Arkansas State University,State University,AR,72467-0599,U.S.A.,,V. Rick McDaniel,501-972-3082,501-972-2638,vrmcdanl@quapaw.astate.edu,,,,,32000,,"bats, insectivores, rodents, and carnivores",regional emphasis,,,,,,,,1976,"Hafner et al., 1997",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
